"ID","lugar_emplazamiento_propiedad","denominacion","espacio_de_memoria","ubicacion","lon","lat"
173,"EJÉRCITO","GRUPO DE ARTILLERÍA 1                                                                                                                                  UNIDAD DE COMANDO ÁREA 114",FALSE,"Predio entre calles CARLOS PELLEGRINI, H. YRIGOYEN, COMESAÑA y RECONQUISTA · CIUDADELA · TRES DE FEBRERO · BUENOS AIRES",-58.550812,-34.6303993
176,"FUERZA AÉREA","GRUPO 1 DE VIGILANCIA AÉREA (GIVA)                                                                 UNIDAD DE COMANDO ÁREA 163",FALSE,"GÜIRALDES y BULNES _ Ruta Nac. Nº 200 (Av. FIGUEROA ALCORTA) Km 34 · MERLO · BUENOS AIRES",-58.4207138,-34.5651499
177,"HOSPITAL MILITAR ( EJÉRCITO)","HOSPITAL MILITAR ""CÓRDOBA""",FALSE,"Av. CRUZ ROJA ARGENTINA 1174 · Rogelio Martínez · CÓRDOBA · CAPITAL · CÓRDOBA",-64.1787557,-31.4416389
180,"ESTABLECIMIENTO PRIVADO","EX INGENIO ""NUEVA BAVIERA""",FALSE,"NUEVA BAVIERA · FAMAILLÁ · TUCUMÁN",-65.3997803,-27.0705395
181,"GENDARMERÍA NACIONAL","DESTACAMENTO DE GENDARMERÍA DE INGENIO LEDESMA",FALSE,"ING. LUIS MARÍA BLAQUIER (ex RECONQUISTA) al 500 · Ingenio Ledesma · LIB. GRAL. SAN MARTÍN · LEDESMA · JUJUY",-64.7895357,-23.8317451
182,"POLICÍA PROVINCIAL","COMISARÍA 13ª DE RIVADAVIA",FALSE,"RIVADAVIA · SAN JUAN",-68.5940558,-31.5294819
185,"ESTABLECIMIENTO PRIVADO","BASE MILITAR EN LULES",FALSE,"Cercana a estación del ferrocarril · EX INGENIO LULES · LULES · TUCUMÁN",-65.3401076,-26.9185621
187,"EJÉRCITO","LA PERLA CHICA",FALSE,"Ruta Nac. Nº 20 Km 12 (entrada a la localidad) · MALAGUEÑO · SANTA MARÍA · CÓRDOBA",-64.3240564,-33.0925903
191,"EJÉRCITO","MONTE PELLONI",TRUE,"Ruta Nac. Nº 226 _ altura Km 281/300 · SIERRAS BAYAS · OLAVARRÍA · BUENOS AIRES        DESTACAMENTO MILITAR ""SIERRAS BAYAS"" / DIRECCIÓN DE FÁBRICAS MILITARES",-60.1561645,-36.9366888
194,"POLICÍA PROVINCIAL","DIVISIÓN POLICÍA RURAL E ISLAS / MATADERO MUNICIPAL DE CORRIENTES",FALSE,"Av. MAIPÚ Km 10 · BARRIO ESPERANZA · CAPITAL · CORRIENTES",-58.8066914,-27.5142589
195,"POLICÍA PROVINCIAL","COMISARÍA 4ª DE MAR DEL PLATA",FALSE,"CHILE 2635 (esq. ALBERTI) · MAR DEL PLATA · GRAL. PUEYRREDÓN · BUENOS AIRES",-57.5810278,-37.9924087
196,"ESTABLECIMIENTO PRIVADO","AUTOMOTORES ORLETTI",TRUE,"VENANCIO FLORES 3519/21 · Floresta · CAPITAL FEDERAL",-58.4777693,-34.6311271
197,"POLICÍA PROVINCIAL","COMISARÍA DE SANTA TERESITA",FALSE,"Calle 41 y 3 · SANTA TERESITA · LA COSTA (ex GRAL. LAVALLE) · BUENOS AIRES",-56.6903929,-36.5440512
199,"POLICÍA PROVINCIAL","BRIGADA DE CAMPANA",FALSE,"CAMPANA · BUENOS AIRES",-58.9592643,-34.1633346
200,"POLICÍA FEDERAL","DELEGACIÓN ""AZUL"" DE LA POLICÍA FEDERAL",FALSE,"INT. PROF. RUBÉN CÉSAR DE PAULA (ex URIBURU) 468 · AZUL · BUENOS AIRES",-59.8723011,-36.7869644
201,"POLICÍA FEDERAL","PLANTA TRANSMISORA DE PLÁTANOS / RADIOCOMUNICACIONES DE LA POLICÍA FEDERAL",FALSE,"Av. MITRE y Calle 46 (a 100 m de estación PLATANOS del FCGR y al este de Av. MITRE) · PLÁTANOS · BERAZATEGUI · BUENOS AIRES",-58.2612961,-34.7116119
203,"PREFECTURA NAVAL","PREFECTURA MAR DEL PLATA",FALSE,"Av. ""A"" s/nº · MAR DEL PLATA · GRAL. PUEYRREDÓN · BUENOS AIRES",-57.5426106,-38.0054771
205,"POLICÍA PROVINCIAL","SUBCOMISARÍA DE DON BOSCO / PUESTO VASCO",FALSE,"PILCOMAYO 69 · DON BOSCO · QUILMES · BUENOS AIRES                                                            A partir de 1980 BRIGADA DE INVESTIGACIONES XIV DE QUILMES",-58.30156,-34.7035792
207,"POLICÍA PROVINCIAL","DESTACAMENTO DE POLICÍA CAMINERA DE BATÁN",FALSE,"Ruta Prov. Nº 88 Km 13 · BATÁN · GRAL. PUEYRREDÓN · BUENOS AIRES",-57.5980021,-38.0000818
208,"SERVICIO PENITENCIARIO PROVINCIAL","UNIDAD PENAL 2 DE SIERRA CHICA",FALSE,"Av. PEDRO LEGOURBURU y Av. CENTENARIO · SIERRA CHICA · OLAVARRÍA · BUENOS AIRES",-60.2241359,-36.8460226
209,"SERVICIO PENITENCIARIO FEDERAL","UNIDAD PENAL 6 DE RAWSON",FALSE,"9 DE JULIO 397 · RAWSON · CHUBUT                                                                          INSTITUTO DE SEGURIDAD Y SOCIALIZACIÓN (U.6)",-65.103672,-43.2947719
210,"EJÉRCITO","BATALLÓN DE INGENIEROS DE COMBATE 101                                                                                      UNIDAD DE COMANDO ÁREA 132",FALSE,"SAN NICOLÁS DE LOS ARROYOS · SAN NICOLÁS · BUENOS AIRES",-60.2110494,-33.3334669
211,"POLICÍA PROVINCIAL","COMISARÍA 10ª DE LOMAS DE ZAMORA (ING. BUDGE)",FALSE,"Av. GRAL. PAZ y Riachuelo (en los altos de Puente La Noria) · ING. BUDGE · LOMAS DE ZAMORA · BUENOS AIRES DESTACAMENTO DE TRÁNSITO DE LA POLICÍA DE LA PCIA. DE BUENOS AIRES",-58.4601221,-34.7050157
214,"POLICÍA PROVINCIAL","COMISARÍA DE TRENQUE LAUQUEN",FALSE,"JULIO A. ROCA 572 · TRENQUE LAUQUEN · BUENOS AIRES",-62.7340351,-35.9742529
217,"EJÉRCITO","CAMPO DE LA RIBERA",TRUE,"Av. COSTANERA (INT. MESTRE) s/nº · Maldonado - Müller · CÓRDOBA · CAPITAL · CÓRDOBA                    PRISIÓN MILITAR DE ENCAUSADOS DE CÓRDOBA",-64.2125521,-31.3927359
218,"SERVICIO PENITENCIARIO PROVINCIAL","UNIDAD PENAL 7 DE AZUL",FALSE,"COMISARIO ALDAZ s/nº · AZUL · BUENOS AIRES",-59.8457762,-36.7646829
219,"GENDARMERÍA NACIONAL","ESCUADRÓN 50 ""POSADAS"" DE GENDARMERÍA NACIONAL",FALSE,"Av. CMTE. ANDRESITO GUACURARÍ y FÉLIX DE AZARA · POSADAS · CAPITAL · MISIONES",-55.8928193,-27.3611155
220,"EJÉRCITO","REGIMIENTO DE CABALLERÍA DE TIRADORES BLINDADO 2                                                                                  UNIDAD DE COMANDO ÁREA 124",FALSE,"Av. DANTE y TORQUATO EMILIOZZI s/nº _ prolongación · OLAVARRÍA · BUENOS AIRES",-60.2723454,-36.8621327
221,"EJÉRCITO","BATALLÓN DE INGENIEROS DE CONSTRUCCIONES 141                                                      UNIDAD DE COMANDO ÁREA 314",FALSE,"Av. ORTIZ DE OCAMPO 1300 · LA RIOJA · CAPITAL · LA RIOJA",-66.8594174,-29.4360143
222,"EJÉRCITO","REGIMIENTO DE CABALLERÍA DE TIRADORES BLINDADO 6                                                                          UNIDAD DE COMANDO ÁREA 225",FALSE,"CONCORDIA · ENTRE RÍOS",-58.017434,-31.3913921
223,"EJÉRCITO","DESTACAMENTO DE EXPLORACIÓN DE CABALLERÍA DE MONTAÑA 181 (C3)                                                            UNIDAD DE COMANDO ÁREA 533",FALSE,"Ruta Nac. Nº 259 s/nº · ESQUEL · FUTALEUFÚ · CHUBUT",-71.3259298,-42.9217583
225,"POLICÍA PROVINCIAL","SUBCOMISARÍA DE VILLA INSUPERABLE / SHERATON",FALSE,"MANUEL QUINTANA y TAPALQUÉ · Villa Insuperable · LOMAS DEL MIRADOR · LA MATANZA · BUENOS AIRES",-58.5219452,-34.6640608
226,"POLICÍA FEDERAL","SUPERINTENDENCIA DE SEGURIDAD FEDERAL (COORDINACIÓN FEDERAL)",FALSE,"MORENO 1417 · Monserrat · CAPITAL FEDERAL",-58.3864634,-34.6121589
228,"PARTICULAR (VIVIENDA O SIMILAR)","VIRREY CEVALLOS (SERVICIO DE INTELIGENCIA AERONÁUTICA)",TRUE,"VIRREY CEVALLOS 628/636 · Monserrat · CAPITAL FEDERAL",-58.3888557,-34.6158559
229,"POLICÍA PROVINCIAL","COMISARÍA 3ª DE SAN ISIDRO (BOULOGNE)",FALSE,"Av. AVELINO ROLÓN 2343 · BOULOGNE SUR MER · SAN ISIDRO · BUENOS AIRES",-58.5674952,-34.5120516
230,"POLICÍA PROVINCIAL","DEPARTAMENTO DE INFORMACIONES DE LA POLICÍA DE MENDOZA (D-2)",TRUE,"BELGRANO y VIRGEN DEL CARMEN DE CUYO · MENDOZA · CAPITAL · MENDOZA",-68.8511719,-32.8979659
231,"POLICÍA PROVINCIAL","SUBCOMISARÍA DE CIUDAD EVITA",FALSE,"LA CHOCA y EL GUAYACÁN (a corroborar pertinencia) · CIUDAD EVITA · LA MATANZA · BUENOS AIRES",-58.5226555,-34.7333364
234,"EJÉRCITO","EL TOLUENO                                                                                                                     UNIDAD DE COMANDO ÁREA 400",FALSE,"Av. INDEPENDENCIA e HIPÓLITO YRIGOYEN · CAMPANA · BUENOS AIRES                                                         FÁBRICA MILITAR DE TOLUENO SINTÉTICO",-58.3975239,-34.6184513
235,"SERVICIO PENITENCIARIO PROVINCIAL","UNIDAD PENAL 5 ""DEL BUEN PASTOR"" (PENAL DE MUJERES)",FALSE,"Av. HIPÓLITO YRIGOYEN 200 · Nueva Córdoba · CÓRDOBA · CAPITAL · CÓRDOBA",-64.1869194,-31.4247721
236,"SERVICIO PENITENCIARIO PROVINCIAL","UNIDAD PENAL 4 DE VILLA FLORESTA (REGIONAL)",FALSE,"Predio entre calles MALLEA, LA FALDA, SPANO y DE ANGELIS · BAHÍA BLANCA · BUENOS AIRES",-62.2752885,-38.6849663
237,"EJÉRCITO","BATALLÓN DEPÓSITO DE ARSENALES 601 ""DOMINGO VIEJOBUENO""                                                                                     UNIDAD DE COMANDO ÁREA 111",FALSE,"CNEL. LYNCH, Camino GRAL. BELGRANO, MONTEVIDEO y DONATO ÁLVAREZ · Monte Chingolo · BERNAL OESTE · QUILMES · BUENOS AIRES",-58.3334906,-34.7269656
238,"POLICÍA PROVINCIAL","COMISARÍA 38ª DE MINA AGUILAR",FALSE,"EL AGUILAR · HUMAHUACA · JUJUY",-65.6797596,-23.2153242
239,"EJÉRCITO","EL CAMPITO (GUARNICIÓN MILITAR DE CAMPO DE MAYO)                                                                                                    UNIDAD DE COMANDO ZONA 4",FALSE,"Puerta 4 _ sobre Ruta Nac. Nº 8 y cruce con Ruta Prov. Nº 202 · CAMPO DE MAYO · SAN MIGUEL (ex GRAL. SARMIENTO) · BUENOS AIRES                COMANDO DE INSTITUTOS MILITARES",-58.6550672,-34.5586099
241,"POLICÍA PROVINCIAL","JEFATURA DE POLICÍA DE LA PROVINCIA DE TUCUMÁN",FALSE,"Av. SARMIENTO al 800 (entre Av. SALTA y JUNÍN) · SAN MIGUEL DE TUCUMÁN · CAPITAL · TUCUMÁN",-65.2047193,-26.8181159
242,"EJÉRCITO","ARSENAL ""MIGUEL DE AZCUÉNAGA""",FALSE,"Ruta Nac. Nº 9 Km 1301 (Camino a Tafí Viejo) · LAS TALITAS · TAFÍ VIEJO · TUCUMÁN",-65.2738964,-26.7277677
243,"SERVICIO PENITENCIARIO FEDERAL (PREDIO)","EL VESUBIO",FALSE,"Camino de Cintura y cruce Autopista RICCHIERI · ALDO BONZI · LA MATANZA · BUENOS AIRES",-58.5238806,-34.7131175
244,"POLICÍA PROVINCIAL","COMISARÍA 3ª DE MORÓN (CASTELAR)",FALSE,"Av. DEL LIBERTADOR 654 · CASTELAR · MORÓN · BUENOS AIRES",-58.6358175,-34.656332
245,"PREFECTURA NAVAL","TALLERES DE PREFECTURA NAVAL ARGENTINA",FALSE,"BENITO CORREA al 1500 _ ""Isla Demarchi"" · CAPITAL FEDERAL                                   TALLERES GENERALES DE REPARACIÓN DE AUTOMOTORES (TAGERAU) DE LA PNA",-58.3536185,-34.6245783
246,"SIN ESTABLECER PROPIEDAD","LA COVACHA",FALSE,"SAN JUSTO · LA MATANZA · BUENOS AIRES",-58.5632629,-34.6874084
247,"ESTABLECIMIENTO EDUCATIVO","ESCUELA ""REPÚBLICA DEL PERÚ""",FALSE,"Barrio El Palomar · BANDA DEL RÍO SALÍ · CRUZ ALTA · TUCUMÁN",-65.1654205,-26.8341103
248,"SERVICIO PENITENCIARIO PROVINCIAL","UNIDAD PENAL 9 DE LA PLATA",FALSE,"Calle 76 entre 9 y 12 · VILLA ELVIRA · LA PLATA · BUENOS AIRES",-57.9260367,-34.9358757
249,"POLICÍA FEDERAL","DELEGACIÓN ""SANTIAGO DEL ESTERO"" DE LA POLICÍA FEDERAL",FALSE,"JUJUY 258 · SANTIAGO DEL ESTERO · CAPITAL · SANTIAGO DEL ESTERO",-64.2620235,-27.7832789
250,"ESTATAL","CASA DE LA DIRECCIÓN GRAL. DE HIDRÁULICA DE DIQUE SAN ROQUE",FALSE,"Vivienda ubicada a 200 m de vertedero Dique San Roque · VILLA CARLOS PAZ · PUNILLA · CÓRDOBA",-64.4675,-31.3736111
251,"HOSPITAL PÚBLICO","HOSPITAL ""POSADAS"" / EL CHALET",TRUE,"Av. MARTÍNEZ DE HOZ entre Av. MARCONI y PERDRIEL · Villa Sarmiento · HAEDO · MORÓN · BUENOS AIRES             PREDIO DEL HOSPITAL NACIONAL ""PROF. ALEJANDRO POSADAS""",-58.5750064,-34.6315615
252,"SERVICIO PENITENCIARIO PROVINCIAL","UNIDAD PENAL DE CHIMBAS",FALSE,"Av. BENAVÍDEZ (E) 6195 · CHIMBAS · SAN JUAN",-68.6001301,-31.510634
253,"POLICÍA PROVINCIAL","COMISARÍA DE SAN PEDRO",FALSE,"MITRE 1970 · SAN PEDRO · BUENOS AIRES",-59.6718896,-33.685862
256,"POLICÍA PROVINCIAL","JEFATURA DE POLICÍA DE ROSARIO / SERVICIO DE INFORMACIONES",TRUE,"Predio entre calles MORENO, DORREGO, SANTA FE y SAN LORENZO · ROSARIO · SANTA FE",-60.6539867,-32.9633348
257,"POLICÍA FEDERAL","DELEGACIÓN ""AVELLANEDA"" DE LA POLICÍA FEDERAL",FALSE,"Av. PAVÓN 1385/87 · PIÑEYRO · AVELLANEDA · BUENOS AIRES",-58.381861,-34.6729481
258,"HOSPITAL MILITAR (FUERZA AÉREA)","HOSPITAL AERONÁUTICO CENTRAL",FALSE,"VENTURA DE LA VEGA 3697 · Nueva Pompeya · CAPITAL FEDERAL",-58.4119512,-34.6527371
259,"HOSPITAL MILITAR ( EJÉRCITO)","HOSPITAL MILITAR ""CAMPO DE MAYO""",FALSE,"Av. TTE. GRAL. PABLO RICCHIERI s/nº · CAMPO DE MAYO · SAN MIGUEL (ex GRAL. SARMIENTO) · BUENOS AIRES                                          COMANDO DE INSTITUTOS MILITARES",-58.687431,-34.5614823
260,"POLICÍA PROVINCIAL","GUARDIA DE INFANTERÍA REFORZADA / UNIDAD REGIONAL I",FALSE,"GDOR. NICASIO OROÑO 793 · SANTA FE · LA CAPITAL · SANTA FE",-60.7203195,-31.6651559
262,"POLICÍA PROVINCIAL","COMISARÍA DE CAÑUELAS",FALSE,"Av. LIBERTAD 738 · CAÑUELAS · BUENOS AIRES",-58.7609315,-35.0542236
264,"EJÉRCITO","REGIMIENTO DE INFANTERÍA 7                                                                                                                       UNIDAD DE COMANDO ÁREA 113",FALSE,"Calle 19 entre 50 y 54 · LA PLATA · BUENOS AIRES",-57.9620139,-34.9266885
266,"EJÉRCITO","GRUPO DE ARTILLERÍA DE DEFENSA AÉREA 601                                                                    UNIDAD DE COMANDO ÁREA 151",FALSE,"Ruta Prov. Nº 11 Km 15/500 · CAMET · GRAL. PUEYRREDÓN · BUENOS AIRES",-57.6046535,-37.8745403
268,"EJÉRCITO","ESCUELITA DE NEUQUÉN",FALSE,"Ruta Nac. Nº 22 _ CHACO y LASTRA (a 600 m aprox. en los fondos del Batallón) · NEUQUÉN · CONFLUENCIA · NEUQUÉN BATALLÓN DE INGENIEROS DE CONSTRUCCIONES 181",-70.0580309,-38.8965157
269,"FUERZA AÉREA","CENTRO DE INSTRUCCIÓN PROFESIONAL DE AERONÁUTICA (CIPRA)",FALSE,"Autopista RICCHIERI Km 5/500 · EZEIZA (ex E. ECHEVERRÍA) · BUENOS AIRES",-58.5425835,-34.8105939
270,"POLICÍA PROVINCIAL","COMISARÍA 1ª DE GOYA",FALSE,"COLÓN 590 (y SAN MARTÍN) · GOYA · CORRIENTES",-59.2634683,-29.1397322
271,"EJÉRCITO","BASE MILITAR EN RÍO SECO",FALSE,"Av. HIMNO PATRIO s/nº · RÍO SECO · MONTEROS · TUCUMÁN",-65.5604179,-27.2686831
273,"ARMADA","ARSENAL DE ARTILLERÍA DE MARINA DE ZÁRATE",FALSE,"ZÁRATE · BUENOS AIRES",-59.0242302,-34.0957811
274,"POLICÍA FEDERAL","COMISARÍA 19ª DE CAPITAL FEDERAL",FALSE,"CHARCAS 2844 · Recoleta · CAPITAL FEDERAL",-58.4066492,-34.5940608
275,"EJÉRCITO","REGIMIENTO DE INFANTERÍA DE MONTAÑA 22                                                                                                                     UNIDAD DE COMANDO ÁREA 332",FALSE,"SOLDADO ARGENTINO y BAIGORRIA s/nº · MARQUESADO · RIVADAVIA · SAN JUAN",-68.6258743,-31.5196165
277,"SERVICIO PENITENCIARIO FEDERAL","UNIDAD PENAL 3 DE MUJERES DE EZEIZA",FALSE,"EZEIZA (ex E. ECHEVERRÍA) · BUENOS AIRES",-58.5199121,-34.8514476
279,"PARTICULAR (VIVIENDA O SIMILAR)","CASA DEL SIN (SERVICIO DE INTELIGENCIA NAVAL)",FALSE,"THAMES y Ruta PANAMERICANA · VILLA ADELINA · SAN ISIDRO · BUENOS AIRES",-58.5534678,-34.5076731
281,"POLICÍA FEDERAL","DELEGACIÓN ""VIEDMA"" DE LA POLICÍA FEDERAL",FALSE,"VIEDMA · ADOLFO ALSINA · RÍO NEGRO",-62.9962044,-40.8119087
282,"POLICÍA FEDERAL","COMISARÍA 1ª DE CAPITAL FEDERAL",FALSE,"LAVALLE 451 · San Nicolás · CAPITAL FEDERAL",-58.3732102,-34.6019714
283,"EJÉRCITO","REGIMIENTO DE INFANTERÍA DE MONTE 29                                       UNIDAD DE COMANDO ÁREA 234",FALSE,"MASSAFERRO 184 · Barrio San Agustín · FORMOSA · FORMOSA",-58.1644226,-26.1628906
284,"POLICÍA PROVINCIAL","COMISARÍA 2ª DE ALTE. BROWN (BURZACO)",FALSE,"9 DE JULIO entre ESPORA y FADER · BURZACO · ALTE. BROWN · BUENOS AIRES",-58.3847927,-34.8340599
285,"POLICÍA PROVINCIAL","COMISARÍA 2ª DE LA MATANZA (RAMOS MEJÍA)",FALSE,"Av. DE MAYO 549 · RAMOS MEJÍA · LA MATANZA · BUENOS AIRES",-58.5648701,-34.6457814
287,"POLICÍA FEDERAL","DELEGACIÓN ""LA RIOJA"" DE LA POLICÍA FEDERAL",FALSE,"LA RIOJA · CAPITAL · LA RIOJA",-66.8564579,-29.4134538
289,"PREFECTURA NAVAL","PREFECTURA TIGRE",FALSE,"Intersección Río Luján y Río Tigre · TIGRE · BUENOS AIRES",-58.5848518,-34.4251214
291,"EJÉRCITO","REGIMIENTO DE INFANTERÍA 6                                                                                                                UNIDAD DE COMANDO ÁREA 115",FALSE,"Av. 2 Nº 725 (y Av. 26) · MERCEDES · BUENOS AIRES",-58.4831706,-34.6339343
292,"EJÉRCITO","BATALLÓN DE COMUNICACIONES 121                                                                                                     UNIDAD DE COMANDO ÁREA 211",FALSE,"LAMADRID al 500 · ROSARIO · SANTA FE                                                                              ASIENTO DEL COMANDO DE CUERPO DE EJÉRCITO II",-60.6642506,-32.9975947
294,"PARTICULAR (LOCAL)","UNIÓN DOCENTES ARGENTINOS (UDA)",FALSE,"Calle SAN MARTÍN (frente a Convento ""San Francisco"") · SANTA FE · LA CAPITAL · SANTA FE",-60.7098544,-31.6593954
296,"POLICÍA PROVINCIAL","BRIGADA DE INVESTIGACIONES DE MAR DEL PLATA",FALSE,"BARTOLOMÉ MITRE 2739 (y RAWSON) · MAR DEL PLATA · GRAL. PUEYRREDÓN · BUENOS AIRES",-57.5557295,-38.0066818
297,"SERVICIO PENITENCIARIO PROVINCIAL","INSTITUTO DE REHABILITACIÓN SOCIAL (IRS)",FALSE,"LA RIOJA · CAPITAL · LA RIOJA",-66.8564579,-29.4134538
298,"POLICÍA PROVINCIAL","COMISARÍA 24ª DE LIB. GRAL. SAN MARTÍN (INGENIO LEDESMA)",FALSE,"ING. LUIS MARÍA BLAQUIER (ex RECONQUISTA) 579 · Ingenio Ledesma · LIB. GRAL. SAN MARTÍN · LEDESMA · JUJUY",-64.7895357,-23.8317451
300,"PREFECTURA NAVAL","SUBPREFECTURA GOYA",FALSE,"Av. CAAGUAZÚ y 25 DE MAYO · GOYA · CORRIENTES",-59.2648811,-29.145937
301,"HOSPITAL PÚBLICO","HOSPITAL ""DR. GUILLERMO RAWSON""",FALSE,"Av. GUILLERMO RAWSON (S) 494 · SAN JUAN · CAPITAL · SAN JUAN",-68.5146,-31.5396638
302,"ESTATAL","MANSIÓN SERÉ",TRUE,"BLAS PARERA 45/48 (entre FRAY JUSTO SANTA MARÍA DE ORO y ALFREDO BUFANO) · CASTELAR · MORÓN · BUENOS AIRES",-58.6432083,-34.6616382
305,"POLICÍA PROVINCIAL","COMISARÍA 1ª DE TIGRE",FALSE,"BOURDIEU 548 · TIGRE · BUENOS AIRES",-58.579778,-34.4241285
306,"POLICÍA FEDERAL","COMISARÍA 34ª DE CAPITAL FEDERAL",FALSE,"QUILMES 456 · Nueva Pompeya · CAPITAL FEDERAL",-58.417202,-34.6447267
307,"PARTICULAR (VIVIENDA O SIMILAR)","CASA EN CALLE FRANKLIN",FALSE,"FRANKLIN 943 · Caballito · CAPITAL FEDERAL",-58.4472915,-34.6099467
308,"POLICÍA PROVINCIAL","CUARTEL DE BOMBEROS DE TUCUMÁN",FALSE,"SAN MIGUEL DE TUCUMÁN · CAPITAL · TUCUMÁN",-65.2175903,-26.8082848
309,"SERVICIO PENITENCIARIO PROVINCIAL","UNIDAD PENAL DE VILLA URQUIZA",FALSE,"MÉJICO 1200 · SAN MIGUEL DE TUCUMÁN · CAPITAL · TUCUMÁN",-65.208598,-26.801896
310,"POLICÍA PROVINCIAL","COMISARÍA DE MONTEROS",FALSE,"24 DE SEPTIEMBRE 311 · MONTEROS · TUCUMÁN",-65.496269,-27.1649743
311,"POLICÍA PROVINCIAL","GUERRERO",FALSE,"GUERRERO · DR. MANUEL BELGRANO · JUJUY                                                                       Entre 1978 y 1982 ESCUELA DE POLICÍA ""GRAL. MANUEL BELGRANO""",-65.4282201,-24.0927333
312,"HOSPITAL PÚBLICO","HOSPITAL PILOTO DE SANTA FE",FALSE,"Av. GDOR. FREYRE 2150 · SANTA FE · LA CAPITAL · SANTA FE",-60.718873,-31.648704
313,"POLICÍA PROVINCIAL","COMISARÍA 1ª DE MORÓN",FALSE,"BARTOLOMÉ MITRE 939 · MORÓN · BUENOS AIRES",-58.621845,-34.652674
314,"POLICÍA PROVINCIAL","COMISARÍA DE CNEL. BRANDSEN",FALSE,"Bv. SÁENZ PEÑA y Bv. BARTOLOMÉ MITRE · CNEL. BRANDSEN · BRANDSEN · BUENOS AIRES",-58.2319588,-35.1680718
315,"POLICÍA PROVINCIAL","COMISARÍA DE ZÁRATE",FALSE,"RIVADAVIA 637 · ZÁRATE · BUENOS AIRES",-59.0236256,-34.0947626
316,"PREFECTURA NAVAL","PREFECTURA CAMPANA",FALSE,"Av. EMILIO MITRE y CMTE. LUIS PIEDRABUENA s/nº (Puerto) · CAMPANA · BUENOS AIRES",-58.9592643,-34.1633346
317,"PREFECTURA NAVAL","PREFECTURA SAN NICOLÁS",FALSE,"PTO. NUEVO s/nº (dirección actual) · SAN NICOLÁS DE LOS ARROYOS · SAN NICOLÁS · BUENOS AIRES",-60.2110494,-33.3334669
318,"ESTABLECIMIENTO PRIVADO","TIRO FEDERAL DE CAMPANA",FALSE,"Ruta Prov. Nº 12 y LÓPEZ Y PLANES · CAMPANA · BUENOS AIRES",-58.9789131,-34.1782434
320,"SERVICIO PENITENCIARIO PROVINCIAL","UNIDAD PENAL DE MENDOZA (PENITENCIARÍA PROVINCIAL)",FALSE,"BOULOGNE SUR MER 1890 · MENDOZA · CAPITAL · MENDOZA",-68.860041,-32.8776954
321,"POLICÍA PROVINCIAL","COMISARÍA 2ª DE SAN MARTÍN (VILLA BALLESTER)",FALSE,"BALLESTER 140 · VILLA BALLESTER · GRAL. SAN MARTÍN · BUENOS AIRES",-58.5588195,-34.5492357
322,"ESTABLECIMIENTO EDUCATIVO","ESCUELA DE EDUCACIÓN FÍSICA DE LA UNT (EUDEF)",FALSE,"Av. BENJAMÍN ARÁOZ al 800 · SAN MIGUEL DE TUCUMÁN · CAPITAL · TUCUMÁN",-65.1853513,-26.8343569
323,"SERVICIO PENITENCIARIO PROVINCIAL","UNIDAD PENAL 1 DE CÓRDOBA (PENITENCIARÍA SAN MARTÍN)",FALSE,"COLOMBRES 1300 · San Martín · CÓRDOBA · CAPITAL · CÓRDOBA",-64.1968635,-31.3920938
324,"SERVICIO PENITENCIARIO PROVINCIAL","ALCAIDÍA DE VARONES DE SAN JUAN",FALSE,"SAN JUAN · CAPITAL · SAN JUAN",-68.5385941,-31.5351074
326,"SERVICIO PENITENCIARIO PROVINCIAL","UNIDAD PENAL DE SAN LUIS (PENITENCIARÍA PROVINCIAL)",FALSE,"Ruta Prov. Nº 146 · SAN LUIS · LA CAPITAL · SAN LUIS",-66.3566521,-33.3305184
327,"POLICÍA FEDERAL","COMISARÍA 6ª DE CAPITAL FEDERAL",FALSE,"VENEZUELA 1931 · Balvanera · CAPITAL FEDERAL",-58.3939312,-34.6148368
328,"POLICÍA FEDERAL","COMISARÍA 23ª DE CAPITAL FEDERAL",FALSE,"Av. SANTA FE 4000 · Palermo · CAPITAL FEDERAL",-58.4201522,-34.5825456
330,"SIN ESTABLECER PROPIEDAD","EL CHALECITO",FALSE,"Cercano a cruce ferroviario por Av. SAN MARTÍN · PANQUEHUA · LAS HERAS · MENDOZA",-68.8335293,-32.8375925
331,"POLICÍA PROVINCIAL","COMISARÍA 7ª DE GODOY CRUZ",FALSE,"LAVALLE y COLÓN · GODOY CRUZ · MENDOZA",-68.8452009,-32.925748
332,"POLICÍA PROVINCIAL","COMISARÍA 25ª DE GUAYMALLÉN",FALSE,"FRANCISCO DE LA RETA 810 (esq. VIAMONTE) · SAN JOSÉ · GUAYMALLÉN · MENDOZA",-68.8248516,-32.8926429
333,"POLICÍA PROVINCIAL","LOGÍSTICA DE LA POLICÍA DE MENDOZA",FALSE,"BOULOGNE SUR MER al 3300 (presumib.) · MENDOZA · CAPITAL · MENDOZA",-68.862214,-32.890954
335,"POLICÍA FEDERAL","DELEGACIÓN ""SAN JUAN"" DE LA POLICÍA FEDERAL",FALSE,"ENTRE RÍOS (S) 466 · SAN JUAN · CAPITAL · SAN JUAN",-68.5267987,-31.5399389
